QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
How do I handle a sharp-tongued woman?,https://www.quora.com/How-do-I-handle-a-sharp-tongued-woman,,,,,,,,,,
"What will the future look like, now that more women graduate from college than men?",https://www.quora.com/What-will-the-future-look-like-now-that-more-women-graduate-from-college-than-men,,,,,,,,,,
"What is wrong with my overweight, graceless, lazy girlfriend?",https://www.quora.com/What-is-wrong-with-my-overweight-graceless-lazy-girlfriend,,,,,,,,,,
Do girls watch po?,https://www.quora.com/Do-girls-watch-po,,,,,,,,,,
How do I pull a dumb girl?,https://www.quora.com/How-do-I-pull-a-dumb-girl,,,,,,,,,,
Should little old ladies have impunity when jumping queues?,https://www.quora.com/Should-little-old-ladies-have-impunity-when-jumping-queues,,,,,,,,,,
How different might WW1 and/or WW2 have turned out if women were allowed to fight alongside men at the frontlines?,https://www.quora.com/How-different-might-WW1-and-or-WW2-have-turned-out-if-women-were-allowed-to-fight-alongside-men-at-the-frontlines,,,,,,,,,,
How do I pick one girlfriend without limiting my options down the road?,https://www.quora.com/How-do-I-pick-one-girlfriend-without-limiting-my-options-down-the-road,,,,,,,,,,
Why are girls so sweet?,https://www.quora.com/Why-are-girls-so-sweet,,,,,,,,,,
Does a very beautiful girl ever think of doing some social work by just being good to an ugly looking nerd?,https://www.quora.com/Does-a-very-beautiful-girl-ever-think-of-doing-some-social-work-by-just-being-good-to-an-ugly-looking-nerd,,,,,,,,,,
Do women usually prefer well-built men to marry?,https://www.quora.com/Do-women-usually-prefer-well-built-men-to-marry,,,,,,,,,,
Does she miss me?,https://www.quora.com/Does-she-miss-me-2,,,,,,,,,,
My girl friend sees sex as something which needs to be done after a significant gap - typically in days. How common is this in real world?,https://www.quora.com/My-girl-friend-sees-sex-as-something-which-needs-to-be-done-after-a-significant-gap-typically-in-days-How-common-is-this-in-real-world,,,,,,,,,,
Are women these days becoming insensitive? Why this girl didn't respond to my compliment on her looks?,https://www.quora.com/Are-women-these-days-becoming-insensitive-Why-this-girl-didnt-respond-to-my-compliment-on-her-looks,,,,,,,,,,
My girlfriend doesn't tell other guys we are together. Is she playing/using me?,https://www.quora.com/My-girlfriend-doesnt-tell-other-guys-we-are-together-Is-she-playing-using-me,,,,,,,,,,
Do ugly girls hate pretty girls?,https://www.quora.com/Do-ugly-girls-hate-pretty-girls,,,,,,,,,,
How can I marry a swedish girl?,https://www.quora.com/How-can-I-marry-a-swedish-girl,,,,,,,,,,
What are the symptoms that shows a girl loves you?,https://www.quora.com/What-are-the-symptoms-that-shows-a-girl-loves-you,,,,,,,,,,
"Question That Contains Assumptions: Why, on these boards, do the commenters seem so willing to point out women's (perceived) strengths and men's (perceived) weaknesses while being so unwilling to point out the reverse?",https://www.quora.com/Question-That-Contains-Assumptions-1/Why-on-these-boards-do-the-commenters-seem-so-willing-to-point-out-womens-perceived-strengths-and-mens-perceived-weaknesses-while-being-so-unwilling-to-point-out-the-reverse,,,,,,,,,,
Do men tend to have more career ambition than women naturally?,https://www.quora.com/Do-men-tend-to-have-more-career-ambition-than-women-naturally,,,,,,,,,,
Do women remember all of their underwear?,https://www.quora.com/Do-women-remember-all-of-their-underwear,,,,,,,,,,
What do Indian girls think of Indian guys who have an interest in or work in porn?,https://www.quora.com/What-do-Indian-girls-think-of-Indian-guys-who-have-an-interest-in-or-work-in-porn,,,,,,,,,,
"Is it true that women have lots of clothing, underwear, etc?",https://www.quora.com/Is-it-true-that-women-have-lots-of-clothing-underwear-etc,,,,,,,,,,
Why do girls don't stand straight while taking selfie? Either their eyes are stretched or the lips? Don't they like their natural face that nature has given?,https://www.quora.com/Why-do-girls-dont-stand-straight-while-taking-selfie-Either-their-eyes-are-stretched-or-the-lips-Dont-they-like-their-natural-face-that-nature-has-given,,,,,,,,,,
"If God is loving and accepting, why does He say, in the Bible, that he will punish women for indecency? ( Not sexual acts, but rather the freedom in wearing slightly revealing clothes )",https://www.quora.com/If-God-is-loving-and-accepting-why-does-He-say-in-the-Bible-that-he-will-punish-women-for-indecency-Not-sexual-acts-but-rather-the-freedom-in-wearing-slightly-revealing-clothes,,,,,,,,,,
"If feminists want equality for all, why not go with communism?",https://www.quora.com/If-feminists-want-equality-for-all-why-not-go-with-communism,,,,,,,,,,
Why are most people scared off rather than enthusiastic when someone develops an obsession towards them?,https://www.quora.com/Why-are-most-people-scared-off-rather-than-enthusiastic-when-someone-develops-an-obsession-towards-them,,,,,,,,,,
How long can little girls hold their breath?,https://www.quora.com/How-long-can-little-girls-hold-their-breath,,,,,,,,,,
When we see porn our penis gets erect. What happens to a girl while watching porn? Where does she get an erection?,https://www.quora.com/When-we-see-porn-our-penis-gets-erect-What-happens-to-a-girl-while-watching-porn-Where-does-she-get-an-erection,,,,,,,,,,
Women perplex me. How does their conscious experience differ from that of a male?,https://www.quora.com/Women-perplex-me-How-does-their-conscious-experience-differ-from-that-of-a-male,,,,,,,,,,
What does an emotionally healthy South Asian woman look like? How does she live? What does she value?,https://www.quora.com/What-does-an-emotionally-healthy-South-Asian-woman-look-like-How-does-she-live-What-does-she-value,,,,,,,,,,
Do girls love with the same intensity and truthfulness as boys do?,https://www.quora.com/Do-girls-love-with-the-same-intensity-and-truthfulness-as-boys-do,,,,,,,,,,
What's Germany men beauty views on girls?,https://www.quora.com/Whats-Germany-men-beauty-views-on-girls,,,,,,,,,,
How do I find beauty in simple girls if I'm too spoiled by the look of girls from the magazines and R-rated movies?,https://www.quora.com/How-do-I-find-beauty-in-simple-girls-if-Im-too-spoiled-by-the-look-of-girls-from-the-magazines-and-R-rated-movies,,,,,,,,,,
Do women still get attracted to a men with small penis?,https://www.quora.com/Do-women-still-get-attracted-to-a-men-with-small-penis,,,,,,,,,,
What if someone is given a choice to rape a woman? How would her kids feel and how will they act?,https://www.quora.com/What-if-someone-is-given-a-choice-to-rape-a-woman-How-would-her-kids-feel-and-how-will-they-act,,,,,,,,,,
How do girls manage during periods? How can they attend classes normally and seem to have no stress?,https://www.quora.com/How-do-girls-manage-during-periods-How-can-they-attend-classes-normally-and-seem-to-have-no-stress,,,,,,,,,,
How I Do Hardcore Sex with my wife?,https://www.quora.com/How-I-Do-Hardcore-Sex-with-my-wife,,,,,,,,,,
Will Quoran women meet and go out with me? What are their expectations on this kind of date?,https://www.quora.com/Will-Quoran-women-meet-and-go-out-with-me-What-are-their-expectations-on-this-kind-of-date,,,,,,,,,,
Does a man who clearly learns from his mistakes and wants to treat his woman like a queen deserve a second chance?,https://www.quora.com/Does-a-man-who-clearly-learns-from-his-mistakes-and-wants-to-treat-his-woman-like-a-queen-deserve-a-second-chance,,,,,,,,,,
What is the obsession with wearing bras?,https://www.quora.com/What-is-the-obsession-with-wearing-bras,,,,,,,,,,
"Do people use the general pronoun ""she"" to show that they're educated and civilized?",https://www.quora.com/Do-people-use-the-general-pronoun-she-to-show-that-theyre-educated-and-civilized,,,,,,,,,,
Which company has hot girls: TCS or Infosys?,https://www.quora.com/Which-company-has-hot-girls-TCS-or-Infosys,,,,,,,,,,
Where can I find and hook up Native American women? Is that even possible or are they extinct?,https://www.quora.com/Where-can-I-find-and-hook-up-Native-American-women-Is-that-even-possible-or-are-they-extinct,,,,,,,,,,
What are the best looking breasts?,https://www.quora.com/What-are-the-best-looking-breasts,,,,,,,,,,
What are the best looking breasts?,https://www.quora.com/What-are-the-best-looking-breasts,,,,,,,,,,
Can I turn a tomboy into feminine girl?,https://www.quora.com/Can-I-turn-a-tomboy-into-feminine-girl,,,,,,,,,,
What are the personality traits of Swiss women?,https://www.quora.com/What-are-the-personality-traits-of-Swiss-women,,,,,,,,,,
"If the nudity norm for women was like the nudity norm for men, will men lose their sexual drive when they see a naked women?",https://www.quora.com/If-the-nudity-norm-for-women-was-like-the-nudity-norm-for-men-will-men-lose-their-sexual-drive-when-they-see-a-naked-women,,,,,,,,,,
Why don't more women embrace feminism by having large families?,https://www.quora.com/Why-dont-more-women-embrace-feminism-by-having-large-families,,,,,,,,,,
What does it mean if my ex blocked me on fb and removed all my friends on her list?,https://www.quora.com/What-does-it-mean-if-my-ex-blocked-me-on-fb-and-removed-all-my-friends-on-her-list,,,,,,,,,,
"How should I know whether she love me or not, as I am reluctant to ask her directly right now, without being somehow sure of her mentality towards me?",https://www.quora.com/How-should-I-know-whether-she-love-me-or-not-as-I-am-reluctant-to-ask-her-directly-right-now-without-being-somehow-sure-of-her-mentality-towards-me,,,,,,,,,,
What's the scientific secret to making a woman obsess over you?,https://www.quora.com/Whats-the-scientific-secret-to-making-a-woman-obsess-over-you,,,,,,,,,,
What are the true facts about women?,https://www.quora.com/What-are-the-true-facts-about-women,,,,,,,,,,
"Young beautiful women for whom such experiments exist, can you describe experiments you consciously made with your seduction powers ?",https://www.quora.com/Young-beautiful-women-for-whom-such-experiments-exist-can-you-describe-experiments-you-consciously-made-with-your-seduction-powers,,,,,,,,,,
Why aren't violent drunk/ high women (2000 - present ) not arrested when they attack men in Spartanburg South Carolina?,https://www.quora.com/Why-arent-violent-drunk-high-women-2000-present-not-arrested-when-they-attack-men-in-Spartanburg-South-Carolina,,,,,,,,,,
"How important is it for a woman to (i) love her man and love herself with her man versus (ii) simply loving her man or, (iii) does simply loving her man include loving herself too?",https://www.quora.com/How-important-is-it-for-a-woman-to-i-love-her-man-and-love-herself-with-her-man-versus-ii-simply-loving-her-man-or-iii-does-simply-loving-her-man-include-loving-herself-too,,,,,,,,,,
Why do some pretty girls like dating tomboy instead of dating real boy?,https://www.quora.com/Why-do-some-pretty-girls-like-dating-tomboy-instead-of-dating-real-boy,,,,,,,,,,
"If a girl puts her finger in your anal cavaties, does that mean she likes you?",https://www.quora.com/If-a-girl-puts-her-finger-in-your-anal-cavaties-does-that-mean-she-likes-you,,,,,,,,,,
"How do I stop being a mysogyinist, when I am sexually impotent?",https://www.quora.com/How-do-I-stop-being-a-mysogyinist-when-I-am-sexually-impotent,,,,,,,,,,
"If all men died, and half the women were changed into men, what would happen?",https://www.quora.com/If-all-men-died-and-half-the-women-were-changed-into-men-what-would-happen,,,,,,,,,,
Are hot moms the cause of using air-con?,https://www.quora.com/Are-hot-moms-the-cause-of-using-air-con,,,,,,,,,,
What happens after women reach orgasm?,https://www.quora.com/What-happens-after-women-reach-orgasm,,,,,,,,,,
Do any girls or women on this site have big arm muscles?,https://www.quora.com/Do-any-girls-or-women-on-this-site-have-big-arm-muscles,,,,,,,,,,
Do really women empowerment showing their dominance over men?,https://www.quora.com/Do-really-women-empowerment-showing-their-dominance-over-men,,,,,,,,,,
What is the right age for a father to instruct female offspring about the menstrual arts?,https://www.quora.com/What-is-the-right-age-for-a-father-to-instruct-female-offspring-about-the-menstrual-arts,,,,,,,,,,
I have a very large glans on my penis. Should I show the girl I like so she will date me?,https://www.quora.com/I-have-a-very-large-glans-on-my-penis-Should-I-show-the-girl-I-like-so-she-will-date-me,,,,,,,,,,
"If a woman falls asleep on my shoulder on a plane, is she interested?",https://www.quora.com/If-a-woman-falls-asleep-on-my-shoulder-on-a-plane-is-she-interested,,,,,,,,,,
"What does it mean when a woman says on the internet, ""Anyone wanna game?""",https://www.quora.com/What-does-it-mean-when-a-woman-says-on-the-internet-Anyone-wanna-game,,,,,,,,,,
A man wants a girlfriend immediately. How can the man possess her?,https://www.quora.com/A-man-wants-a-girlfriend-immediately-How-can-the-man-possess-her,,,,,,,,,,
What are examples of avoiding boring conversation with a girl?,https://www.quora.com/What-are-examples-of-avoiding-boring-conversation-with-a-girl,,,,,,,,,,
Why don't beautiful women pass gas?,https://www.quora.com/Why-dont-beautiful-women-pass-gas,,,,,,,,,,
Why are some people annoyed by feminists?,https://www.quora.com/Why-are-some-people-annoyed-by-feminists,,,,,,,,,,
"How true is it that men don't respect women who are sexually free, and why would this be so?",https://www.quora.com/How-true-is-it-that-men-dont-respect-women-who-are-sexually-free-and-why-would-this-be-so,,,,,,,,,,
Opinions on lipstick feminism?,https://www.quora.com/Opinions-on-lipstick-feminism,,,,,,,,,,
"What was Sigmund Freud's special relationship with his mother, and why did he view her the way he did?",https://www.quora.com/What-was-Sigmund-Freuds-special-relationship-with-his-mother-and-why-did-he-view-her-the-way-he-did,,,,,,,,,,
"I'm tying the knot with my girlfriend next year. But I do not want to marry her, she treats me as her slave. We are both Indians and now our families are involved. How should I tell everyone this?",https://www.quora.com/Im-tying-the-knot-with-my-girlfriend-next-year-But-I-do-not-want-to-marry-her-she-treats-me-as-her-slave-We-are-both-Indians-and-now-our-families-are-involved-How-should-I-tell-everyone-this,,,,,,,,,,
Why do women always yell at their husbands?,https://www.quora.com/Why-do-women-always-yell-at-their-husbands,,,,,,,,,,
"Do women's breasts chat with one another? Also, ladies, do you talk to your breasts?",https://www.quora.com/Do-womens-breasts-chat-with-one-another-Also-ladies-do-you-talk-to-your-breasts,,,,,,,,,,
What should a guy do to drag his girl's attention towards him?,https://www.quora.com/What-should-a-guy-do-to-drag-his-girls-attention-towards-him,,,,,,,,,,
Why are traditional or decent girls more loyal than modern liberal girls ? (question restored),https://www.quora.com/Why-are-traditional-or-decent-girls-more-loyal-than-modern-liberal-girls-question-restored,,,,,,,,,,
"VIRGIN DATING. J. EMERICH CHRISTIAN. Been asked"" Should a young man seek a virgin?"" Is it realistic? What about the man? What are possible helpful male pre marriage celibacy expectations? Jeff Christian, Relationship/Intimacy Expert suffering from expertise shortage.",https://www.quora.com/VIRGIN-DATING-J-EMERICH-CHRISTIAN-Been-asked-Should-a-young-man-seek-a-virgin-Is-it-realistic-What-about-the-man-What-are-possible-helpful-male-pre-marriage-celibacy-expectations-Jeff-Christian-Relationship-Intimacy-Expert-suffering-from-expertise-shortage,,,,,,,,,,
What should I do when a girl is behind me and threatening me of killing herself?,https://www.quora.com/What-should-I-do-when-a-girl-is-behind-me-and-threatening-me-of-killing-herself,,,,,,,,,,
"I love a woman, but she is not beautiful. What should I do?",https://www.quora.com/I-love-a-woman-but-she-is-not-beautiful-What-should-I-do,,,,,,,,,,
Redheads: Are there any really attractive red head women that are really attracted to Indian guys?,https://www.quora.com/Redheads/Are-there-any-really-attractive-red-head-women-that-are-really-attracted-to-Indian-guys,,,,,,,,,,
"What are the best books, videos, and resources for learning how to playfully tease and flirt with a girl?",https://www.quora.com/What-are-the-best-books-videos-and-resources-for-learning-how-to-playfully-tease-and-flirt-with-a-girl,,,,,,,,,,
What happens if you press your boobs?,https://www.quora.com/What-happens-if-you-press-your-boobs,,,,,,,,,,
What do women look in men?,https://www.quora.com/What-do-women-look-in-men,,,,,,,,,,
Why does most of girls think they are so special when reality is all boy just to fuck?,https://www.quora.com/Why-does-most-of-girls-think-they-are-so-special-when-reality-is-all-boy-just-to-fuck,,,,,,,,,,
"Ashley Madison statistics show that nearly all the users were men. Why won't women use a website to cheat, or to just find a man?",https://www.quora.com/Ashley-Madison-statistics-show-that-nearly-all-the-users-were-men-Why-wont-women-use-a-website-to-cheat-or-to-just-find-a-man,,,,,,,,,,
"I had a girlfriend, but she broke up with me because I didn't talk to her. What can I do get her back?",https://www.quora.com/I-had-a-girlfriend-but-she-broke-up-with-me-because-I-didnt-talk-to-her-What-can-I-do-get-her-back,,,,,,,,,,
Is it ok for a 175cm man to date a 160cm woman?,https://www.quora.com/Is-it-ok-for-a-175cm-man-to-date-a-160cm-woman,,,,,,,,,,
Do Vietnamese girls date different race?,https://www.quora.com/Do-Vietnamese-girls-date-different-race,,,,,,,,,,
What is the periodic cycle of a women?,https://www.quora.com/What-is-the-periodic-cycle-of-a-women-8,,,,,,,,,,
"Is there a women's counterpart to the ""bro code"" that some men seem to adhere to.",https://www.quora.com/Is-there-a-womens-counterpart-to-the-bro-code-that-some-men-seem-to-adhere-to,,,,,,,,,,
Neurotypical women: how do you experience love?,https://www.quora.com/Neurotypical-women-how-do-you-experience-love,,,,,,,,,,
What do women think of large nipples on a man?,https://www.quora.com/What-do-women-think-of-large-nipples-on-a-man,,,,,,,,,,
Do any females here have big muscles?,https://www.quora.com/Do-any-females-here-have-big-muscles,,,,,,,,,,
What are all the signs if a girl is not a virgin anymore?,https://www.quora.com/What-are-all-the-signs-if-a-girl-is-not-a-virgin-anymore,,,,,,,,,,
Do even girls get desperate?,https://www.quora.com/Do-even-girls-get-desperate,,,,,,,,,,
"Relationship: I am 21 years summers old male, pursuing CSE (4th year) & seeking to get into relationship.",https://www.quora.com/Relationship-I-am-21-years-summers-old-male-pursuing-CSE-4th-year-seeking-to-get-into-relationship,,,,,,,,,,
When your girlfriend went vacation?,https://www.quora.com/When-your-girlfriend-went-vacation,,,,,,,,,,
Is it romantic to tell a girl you would pull out all of your teeth without novocaine for her?,https://www.quora.com/Is-it-romantic-to-tell-a-girl-you-would-pull-out-all-of-your-teeth-without-novocaine-for-her,,,,,,,,,,
Why is a woman's nether regions considered sexy but not men's? Why are men's waist and stomach sexy but not sexual organs?,https://www.quora.com/Why-is-a-womans-nether-regions-considered-sexy-but-not-mens-Why-are-mens-waist-and-stomach-sexy-but-not-sexual-organs,,,,,,,,,,
How are beards rated by women?,https://www.quora.com/How-are-beards-rated-by-women,,,,,,,,,,
"I've had my eyes on this girl, but one day she came up to me and started talking to me. I kind of froze, and I missed my chance to talk with her. What should I talk to her about?",https://www.quora.com/Ive-had-my-eyes-on-this-girl-but-one-day-she-came-up-to-me-and-started-talking-to-me-I-kind-of-froze-and-I-missed-my-chance-to-talk-with-her-What-should-I-talk-to-her-about,,,,,,,,,,
Why is 2% of Quora seemingly devoted to the relationship dynamics of asian males and white females?,https://www.quora.com/Why-is-2-of-Quora-seemingly-devoted-to-the-relationship-dynamics-of-asian-males-and-white-females,,,,,,,,,,
Do Britney Spears and her sister Jamie Lynn have a good relationship?,https://www.quora.com/Do-Britney-Spears-and-her-sister-Jamie-Lynn-have-a-good-relationship,,,,,,,,,,
Why does it somehow seem like it's more or less acceptable for women to hit men?,https://www.quora.com/Why-does-it-somehow-seem-like-its-more-or-less-acceptable-for-women-to-hit-men,,,,,,,,,,
What are some easy ways for women to look intimidating to strangers?,https://www.quora.com/What-are-some-easy-ways-for-women-to-look-intimidating-to-strangers,,,,,,,,,,
"How do I ask, through text, my friend who is a girl if she wants to date?",https://www.quora.com/How-do-I-ask-through-text-my-friend-who-is-a-girl-if-she-wants-to-date,,,,,,,,,,
How do I ask an 11-year-old girl out?,https://www.quora.com/How-do-I-ask-an-11-year-old-girl-out,,,,,,,,,,
Do girls enjoy when their boys act as a girl in their relationship?,https://www.quora.com/Do-girls-enjoy-when-their-boys-act-as-a-girl-in-their-relationship,,,,,,,,,,
Why are Germans so large?,https://www.quora.com/Why-are-Germans-so-large,,,,,,,,,,
Will wife come back?,https://www.quora.com/Will-wife-come-back-1,,,,,,,,,,
What do you ladies think of a man who wears panties?,https://www.quora.com/What-do-you-ladies-think-of-a-man-who-wears-panties,,,,,,,,,,
Can you name a country where the percentage of beauty is so high? I want to relocate there :) wanna see pretty faces every day!,https://www.quora.com/Can-you-name-a-country-where-the-percentage-of-beauty-is-so-high-I-want-to-relocate-there-wanna-see-pretty-faces-every-day,,,,,,,,,,
"Do men prefer to ""date down"" and do women prefer to ""date up""?",https://www.quora.com/Do-men-prefer-to-date-down-and-do-women-prefer-to-date-up,,,,,,,,,,
How do I ask a girl I don't know to fuck?,https://www.quora.com/How-do-I-ask-a-girl-I-dont-know-to-fuck,,,,,,,,,,
Will Hillary win because everyone decided they are a feminist now?,https://www.quora.com/Will-Hillary-win-because-everyone-decided-they-are-a-feminist-now,,,,,,,,,,
Why do women like flowers?,https://www.quora.com/Why-do-women-like-flowers,,,,,,,,,,
How do I find girlfriend In delhi?,https://www.quora.com/How-do-I-find-girlfriend-In-delhi,,,,,,,,,,
Is it possible to find a girl who care for person not for money in today's time?,https://www.quora.com/Is-it-possible-to-find-a-girl-who-care-for-person-not-for-money-in-todays-time,,,,,,,,,,
She doesn't want a boyfriend right now? What does she mean?,https://www.quora.com/She-doesnt-want-a-boyfriend-right-now-What-does-she-mean,,,,,,,,,,
"I had many chats with my female friend, each of our chatting is quite nice and long. But last week, when I greeted her, she just read it. Then when I chatted with her again, she didn't even read it. What does it mean? What must I do?",https://www.quora.com/I-had-many-chats-with-my-female-friend-each-of-our-chatting-is-quite-nice-and-long-But-last-week-when-I-greeted-her-she-just-read-it-Then-when-I-chatted-with-her-again-she-didnt-even-read-it-What-does-it-mean-What-must-I-do,,,,,,,,,,
Do women wear bra and panties while sleeping? Why so?,https://www.quora.com/Do-women-wear-bra-and-panties-while-sleeping-Why-so,,,,,,,,,,
"How can I be good friends with a girl? Why do all the girls in India either want to be your girlfriend, wife, or nothing?",https://www.quora.com/How-can-I-be-good-friends-with-a-girl-Why-do-all-the-girls-in-India-either-want-to-be-your-girlfriend-wife-or-nothing,,,,,,,,,,
Which Universities have the best looking females in the USA?,https://www.quora.com/Which-Universities-have-the-best-looking-females-in-the-USA,,,,,,,,,,
Does feminism kill chivalry?,https://www.quora.com/Does-feminism-kill-chivalry,,,,,,,,,,
Why are women always screaming in movies? It is so annoying.,https://www.quora.com/Why-are-women-always-screaming-in-movies-It-is-so-annoying,,,,,,,,,,
How does feminism correlate with modern hyper-sexualized habits?,https://www.quora.com/How-does-feminism-correlate-with-modern-hyper-sexualized-habits,,,,,,,,,,
What are examples of having a successful conversation with a woman who is older than you?,https://www.quora.com/What-are-examples-of-having-a-successful-conversation-with-a-woman-who-is-older-than-you,,,,,,,,,,
Why do skinny girls have bigger vaginas?,https://www.quora.com/Why-do-skinny-girls-have-bigger-vaginas,,,,,,,,,,
What does it feel like to be a female smoker?,https://www.quora.com/What-does-it-feel-like-to-be-a-female-smoker,,,,,,,,,,
Can asexuals like breasts?,https://www.quora.com/Can-asexuals-like-breasts,,,,,,,,,,
How do I bring a woman to climax quickly?,https://www.quora.com/How-do-I-bring-a-woman-to-climax-quickly,,,,,,,,,,
What makes a transgender woman beautiful and what makes them feel special?,https://www.quora.com/What-makes-a-transgender-woman-beautiful-and-what-makes-them-feel-special,,,,,,,,,,
Hypothetical question : Can a girl send a text to a wrong person accidentally or did she do that on purpose to get a reaction from that person?,https://www.quora.com/Hypothetical-question-Can-a-girl-send-a-text-to-a-wrong-person-accidentally-or-did-she-do-that-on-purpose-to-get-a-reaction-from-that-person,,,,,,,,,,
Indian women web cam masturbate share experiences?,https://www.quora.com/Indian-women-web-cam-masturbate-share-experiences,,,,,,,,,,
How do I (cis female) please my submissive man?,https://www.quora.com/How-do-I-cis-female-please-my-submissive-man,,,,,,,,,,
Christi Wentz's answer to What are the most annoying types of questions on Quora?,https://www.quora.com/What-are-the-most-annoying-types-of-questions-on-Quora/answer/Christi-Wentz,,,,,,,,,,
"What are the great examples for ""A woman destroyed a man's life""?",https://www.quora.com/What-are-the-great-examples-for-A-woman-destroyed-a-mans-life,,,,,,,,,,
Why are girls who code hot?,https://www.quora.com/Why-are-girls-who-code-hot,,,,,,,,,,
Is it okay to date a prostitute or professional sex worker?,https://www.quora.com/Is-it-okay-to-date-a-prostitute-or-professional-sex-worker,,,,,,,,,,
How do I tell if a woman is a milf in public?,https://www.quora.com/How-do-I-tell-if-a-woman-is-a-milf-in-public,,,,,,,,,,
What makes women unique in the job market?,https://www.quora.com/What-makes-women-unique-in-the-job-market,,,,,,,,,,
"For Indian girls ,What will your choice-men in brief,boxer or thongs?",https://www.quora.com/For-Indian-girls-What-will-your-choice-men-in-brief-boxer-or-thongs,,,,,,,,,,
How do I get my girl pregnant after her perilous?,https://www.quora.com/How-do-I-get-my-girl-pregnant-after-her-perilous,,,,,,,,,,
Why are Indian women so money-minded and calculative when it comes to marriage?,https://www.quora.com/Why-are-Indian-women-so-money-minded-and-calculative-when-it-comes-to-marriage,,,,,,,,,,
"Have you ever experienced sexism/misogyny at some point in your life? If so, do you feel that you have experienced more sexism/misogyny in modern society or in your early life?",https://www.quora.com/Have-you-ever-experienced-sexism-misogyny-at-some-point-in-your-life-If-so-do-you-feel-that-you-have-experienced-more-sexism-misogyny-in-modern-society-or-in-your-early-life,,,,,,,,,,
Has sexism occurred to you more now or in your early/young life? Has the sexism had a small impact or a large impact in your life?,https://www.quora.com/Has-sexism-occurred-to-you-more-now-or-in-your-early-young-life-Has-the-sexism-had-a-small-impact-or-a-large-impact-in-your-life,,,,,,,,,,
Can a girl or women have a feeling of having sexual intercourse with some guy? Do they fantasize about blow job?,https://www.quora.com/Can-a-girl-or-women-have-a-feeling-of-having-sexual-intercourse-with-some-guy-Do-they-fantasize-about-blow-job,,,,,,,,,,
What can you eat to make your vagina taste good?,https://www.quora.com/What-can-you-eat-to-make-your-vagina-taste-good,,,,,,,,,,
"Kashif.ali605 my skype, if any one intrusted in me just add... I waent serious friendship, and want a partner of lif/...?",https://www.quora.com/Kashif-ali605-my-skype-if-any-one-intrusted-in-me-just-add-I-waent-serious-friendship-and-want-a-partner-of-lif,,,,,,,,,,
Why should women empowerment not be encouraged?,https://www.quora.com/Why-should-women-empowerment-not-be-encouraged,,,,,,,,,,
Are African American women on average more verbally abusive than the average women?,https://www.quora.com/Are-African-American-women-on-average-more-verbally-abusive-than-the-average-women,,,,,,,,,,
"Why are women from anglicized countries and the US attracted to ""F.O.B."" men if they are from Europe or South America, but not if they are from Asia or Africa?",https://www.quora.com/Why-are-women-from-anglicized-countries-and-the-US-attracted-to-F-O-B-men-if-they-are-from-Europe-or-South-America-but-not-if-they-are-from-Asia-or-Africa,,,,,,,,,,
How do women like to have sex?,https://www.quora.com/How-do-women-like-to-have-sex,,,,,,,,,,
When a guy stare at a girl but don't talk Should the girl stare back. What will he think if the girl stared back and what will he think if she didnot?,https://www.quora.com/When-a-guy-stare-at-a-girl-but-dont-talk-Should-the-girl-stare-back-What-will-he-think-if-the-girl-stared-back-and-what-will-he-think-if-she-didnot,,,,,,,,,,
Does a Genetic Immunity from Cancer make a Man more Attractive to Women?,https://www.quora.com/Does-a-Genetic-Immunity-from-Cancer-make-a-Man-more-Attractive-to-Women,,,,,,,,,,
"When a girl says, ""This is borderline harassment,"" does this mean (1) this is harassment / too much harassment or (2) this is almost-like harassment?",https://www.quora.com/When-a-girl-says-This-is-borderline-harassment-does-this-mean-1-this-is-harassment-too-much-harassment-or-2-this-is-almost-like-harassment,,,,,,,,,,
Do women like abortion more than motherhood?,https://www.quora.com/Do-women-like-abortion-more-than-motherhood,,,,,,,,,,
How do women feel when they get very horny?,https://www.quora.com/How-do-women-feel-when-they-get-very-horny,,,,,,,,,,
Vergin woman?,https://www.quora.com/Vergin-woman,,,,,,,,,,
Do girls get wet when groped or raped?,https://www.quora.com/Do-girls-get-wet-when-groped-or-raped,,,,,,,,,,
"Jessica Valenti, a famous Feminist, wants sexbots to be banned. she says it objectifies women. I have two questions. 1) Do sexbots actually objectify women ? If yes, why isnt anyone  protesting against dildos ( or male organ being objectified) ? What do feminists here on Quora think about sexbots?",https://www.quora.com/Are-female-sex-bots-an-objectification-of-women,,,,,,,,,,
Why do feminists only complain about women being objectified? I've never seen a feminist complain when a woman says all men are pigs.,https://www.quora.com/Why-do-feminists-only-complain-about-women-being-objectified-Ive-never-seen-a-feminist-complain-when-a-woman-says-all-men-are-pigs,,,,,,,,,,
Why indian girls like panpuri most?,https://www.quora.com/Why-indian-girls-like-panpuri-most,,,,,,,,,,
"Why are modern Indian women, so snobbish?",https://www.quora.com/Why-are-modern-Indian-women-so-snobbish,,,,,,,,,,
Why do Indian girls always make guys follow them on Facebook and then don't even accept their friend requests?,https://www.quora.com/Why-do-Indian-girls-always-make-guys-follow-them-on-Facebook-and-then-dont-even-accept-their-friend-requests,,,,,,,,,,
Why do feminists embrace feminism by being as aloof as irresponsible men?,https://www.quora.com/Why-do-feminists-embrace-feminism-by-being-as-aloof-as-irresponsible-men,,,,,,,,,,
